web-scraper-order,web-scraper-start-url,maillinks,maillinks-href,sublinks,sublinks-href,linkstext
"1586526184-1047","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=2","اخر الاخبار 
                                        
                                        نواب وخبراء يقترحون {بدائل عدة} لتجاوز الأزمة الماليَّة
                                        بغداد/ شيماء رشيد
اقترح عددٌ من أعضاء مجلس النواب وخبراء الاقتصاد بدائل عدة لتجاوز الأزمة المالية، بسبب تراجع أسعار النفط كبيع السندات والأراضي والشركات المملوكة للدولة، داعين الحكومة الى ضرورة الاهتمام بالزراعة لتأمين الغذاء للبلد.","http://alsabaah.iq/23843/%D9%86%D9%88%D8%A7%D8%A8-%D9%88%D8%AE%D8%A8%D8%B1%D8%A7%D8%A1-%D9%8A%D9%82%D8%AA%D8%B1%D8%AD%D9%88%D9%86-%D8%A8%D8%AF%D8%A7%D8%A6%D9%84-%D8%B9%D8%AF%D8%A9-%D9%84%D8%AA%D8%AC%D8%A7%D9%88%D8%B2-%D8%A7%D9%84%D8%A3%D8%B2%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A-%D8%A9","وشدد على ضرورة الاتفاق مع شركات جولات التراخيص على تقليل التكاليف غير الضرورية من جهة وتسديد مستحقات عملها الحالي بالنفط، بدلًا من النقد لتقليل الخسائر التي تلحق العراق من جراء انخفاض أسعار النفط مع تأجيل العمل بجميع الاتفاقيات الاقتصادية مع دول الجوار أو الصين في الوقت المنظور، خصوصًا أن مجالاتها ليست أولوية ولكون بعضها مجحفة بالعراق."
"1586526083-443","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=8","اخر الاخبار 
                                        
                                        نواب: 75 بالمئة من البيئة المدرسية بحاجة الى التأهيل
                                        بغداد / هدى العزاوي 
يعد التعليم عنصراً مهماً وحيوياً في بناء المجتمع ثقافياً وعلمياً، إذ إنّه يسهم في بناء أفراد المجتمع ويجعلهم مواطنين مثقفين ومتعلمين فضلا عن انه يعزز قيم المواطنة ويغرس مبادئ الأخلاق","http://alsabaah.iq/22071/%D9%86%D9%88%D8%A7%D8%A8-75-%D8%A8%D8%A7%D9%84%D9%85%D8%A6%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D8%B3%D9%8A%D8%A9-%D8%A8%D8%AD%D8%A7%D8%AC%D8%A9-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84","إلى ذلك أشار مدير مدرسة الرحمانية للبنين، المدرس حاليا في مدرسة الفارابي للبنين، احمد محمد حميد الخزعلي الى أن «من اسباب تعثر مستوى التعليم في العراق قلة الملاكات التدريسية التي يضطر فيها المدرس الى اخذ خمس وعشرين حصة اسبوعيا لسد النقص الحاصل، فضلا عن قلة الابداع في ايصال المادة التعليمية التي تحتاج الى وقت للشرح والتوضيح»."
"1586526080-416","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=8","اخر الاخبار 
                                        
                                        توزيع أكثر من 11 ألف قطعة أرض سكنية في البصرة
                                        بغداد / الصباح
وزعت الحكومة المحلية في البصرة اكثر من 11 الف قطعة ارض سكنية بين المواطنين وموظفي عدد من الدوائر الحكومية بالمحافظة.","http://alsabaah.iq/22070/%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-11-%D8%A3%D9%84%D9%81-%D9%82%D8%B7%D8%B9%D8%A9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D8%B5%D8%B1%D8%A9","وأشار الى أن الشركة طالبت بتخصيص 3000 قطعة ارض سكنية توزع بين جميع الموظفين بدون استثناء بمن فيهم موظفو"
"1586526038-208","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=9","اخر الاخبار 
                                        
                                        إحداثيات خطاب ترامب لسياسة أميركا الخارجية  
                                        ترجمة وإعداد / انيس الصفار   
استغل الرئيس الأميركي “دونالد ترامب” ثالث خطاب له عن حالة الاتحاد للمحاججة بأن إدارته قد نجحت في إطلاق “عودة أميركا العظيمة” من خلال سياساته الاقتصادية ومواقفه الصلبة","http://alsabaah.iq/21463/%D8%A5%D8%AD%D8%AF%D8%A7%D8%AB%D9%8A%D8%A7%D8%AA-%D8%AE%D8%B7%D8%A7%D8%A8-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9","في أعقاب شهر شهد تصاعد التوترات بين إيران والولايات المتحدة يطرح ترامب جدلية تقول أنه “يعمل على انهاء حروب أميركا في الشرق الأوسط.” فقد أبرز إعلانه عن خطة اتفاقية السلام بين اسرائيل والفلسطينيين، التي وصفها بـ “الرائدة”، مدعياً بأن “جميع المحاولات السابقة قد فشلت.” كذلك أشاد بعملية الاغتيال الناجحة بحق أبو بكر البغدادي، زعيم داعش الذي وصفه بأنه “سفاح متعطش للدماء”، والجنرال الإيراني قاسم سليماني الذي وصمه بأنه “جزار عديم الرحمة” والمسؤول عن مقتل عدد كبير من افراد القوات الأميركية في العراق."
"1586526158-910","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=4","اخر الاخبار 
                                        
                                        الداخلية: حظر التجوال  {قرارٌ عالميٌّ}
                                        بغداد/ الصباح
على ""الحفاظ على الحياة"". وقال مدير اعلام وزارة الداخلية، اللواء سعد معن، في بيان تلقت ""الصباح"" نسخة منه، إنَّ ""حظر التجوال قرار اتخِذَ من قبل خلية الازمة وهو","http://alsabaah.iq/23720/%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%AD%D8%B8%D8%B1-%D8%A7%D9%84%D8%AA%D8%AC%D9%88%D8%A7%D9%84-%D9%82%D8%B1%D8%A7%D8%B1-%D8%B9%D8%A7%D9%84%D9%85%D9%8A","وأوضح معن أنه ""يسمح للمواطنين بالتبضع قدر الحاجة اليوميَّة لهم، من المحال او الأسواق القريبة من بيوتهم على ألا تكون هناك تجمعات يمكن أنْ تؤدي الى انتقال العدوى""."
"1586526089-467","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=7","اخر الاخبار 
                                        
                                        الصحة: إجراءات الوقاية من {كورونا} مطابقة للمعايير الدولية
                                        بغداد / هدى العزاوي المحافظات / مراسلو الصباح

ودعا الى عدم الانجرار وراء الشائعات التي تدعي وجود اصابات، وتهدف الى نشر الذعر بين المواطنين، مؤكدا وجود مراكز خاصة في جميع المنافذ الحدودية، لفحص الوافدين، ونقل اية حالة اشتباه الى مراكز","http://alsabaah.iq/22281/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%82%D8%A7%D9%8A%D8%A9-%D9%85%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%85%D8%B7%D8%A7%D8%A8%D9%82%D8%A9-%D9%84%D9%84%D9%85%D8%B9%D8%A7%D9%8A%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9",""
"1586526178-1010","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=3","اخر الاخبار 
                                        
                                        افتتاح مستشفى كرفاني للحجر الصحي في الموصل
                                        الموصل/ شروق ماهر
افتتحت صحة نينوى، اول مستشفى كرفاني متخصص للحجر الصحي للمصابيين بفيروس"" كورونا"" غربي الموصل، في حين اعلنت قيادة عمليات نينوى، القبض على عدد من المخالفين لقرار حظر التجوال الوقائي.","http://alsabaah.iq/23840/%D8%A7%D9%81%D8%AA%D8%AA%D8%A7%D8%AD-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D9%83%D8%B1%D9%81%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%AD%D8%AC%D8%B1-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%B5%D9%84",""
"1586526195-1121","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=2","اخر الاخبار 
                                        
                                        حياة بمسافة مناسبة
                                        عدنان أبوزيد
الحياة قبل كورونا ليست كالتي بعدها، هذا ما تجتمع عليه النخب السياسية والأكاديمية والفكرية الغربية، وقالها بجلاء السياسي الأميركي المخضرم هنري كيسنجر، بأنَّ كورونا يقلب النظام العالمي.","http://alsabaah.iq/23923/%D8%AD%D9%8A%D8%A7%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D9%81%D8%A9-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9","تتقصى الأبحاث، دور الوباء في كشف الحقائق الكامنة للمجتمعات، منها إنَّ الإنسان يقسو على الطبيعة كثيراً، ويعامل الحيوانات بطريقة بشعة، ولم يكترث لتغيّر المناخ والعولمة والاحتباس الحراري، وبخس كثيراً فوائد نظام الفردية، بينما صار واضحاً أنَّ النظام الذي يسيّر العالم اقتصادياً وسياسياً لم يكن مفيداً بالشكل المتخيّل، وفي حقيقته فإنه نظام مجرد من الرعاية، لا سيما في بلدان العالم الثالث، حيث المصالح الحزبيَّة والخاصة تتفوق على المصلحة المشتركة، في ظل حياة يسودها عدم المساواة والاستقطاب وتقويض المؤسسات."
"1586526184-1058","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=2","اخر الاخبار 
                                        
                                        نواب وخبراء يقترحون {بدائل عدة} لتجاوز الأزمة الماليَّة
                                        بغداد/ شيماء رشيد
اقترح عددٌ من أعضاء مجلس النواب وخبراء الاقتصاد بدائل عدة لتجاوز الأزمة المالية، بسبب تراجع أسعار النفط كبيع السندات والأراضي والشركات المملوكة للدولة، داعين الحكومة الى ضرورة الاهتمام بالزراعة لتأمين الغذاء للبلد.","http://alsabaah.iq/23843/%D9%86%D9%88%D8%A7%D8%A8-%D9%88%D8%AE%D8%A8%D8%B1%D8%A7%D8%A1-%D9%8A%D9%82%D8%AA%D8%B1%D8%AD%D9%88%D9%86-%D8%A8%D8%AF%D8%A7%D8%A6%D9%84-%D8%B9%D8%AF%D8%A9-%D9%84%D8%AA%D8%AC%D8%A7%D9%88%D8%B2-%D8%A7%D9%84%D8%A3%D8%B2%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A-%D8%A9",""
"1586526131-728","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=5","اخر الاخبار 
                                        
                                        الصحة النيابية تقترح تمديد عطلة الطلبة تفادياً لانتشار كورونا
                                        بغداد / المحافظات / مراسلو الصباح
خصصت وزارة الصحة مستشفى ثالثا في بغداد لحالات عزل المصابين بفيروس كورونا، بينما اقترحت لجنة الصحة النيابية تمديد عطلة المدارس أسبوعين اخرين، وذلك عقب الاعلان عن تسجيل خمس حالات","http://alsabaah.iq/22982/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%86%D9%8A%D8%A7%D8%A8%D9%8A%D8%A9-%D8%AA%D9%82%D8%AA%D8%B1%D8%AD-%D8%AA%D9%85%D8%AF%D9%8A%D8%AF-%D8%B9%D8%B7%D9%84%D8%A9-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A9-%D8%AA%D9%81%D8%A7%D8%AF%D9%8A%D8%A7-%D9%84%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","وفي سياق متصل قال نعمة: ان فرق الرقابة الصحية نفذت زيارات مسائية للمقاهي من اجل الاطلاع على التزامها بالشروط الصحية."
"1586526024-87","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        رئاسة البرلمان: إعادة أبنائنا من الصين أولوية قصوى
                                        بغداد / عواصم / الصباح والوكالات 
شددَ النائب الأول لرئيس مجلس النواب حسن كريم الكعبي على السلطة التنفيذية بأن يكون للطلبة العراقيين وذويهم في الصين أولوية قصوى، والعمل على إعادتهم بشكل مستعجل مع الأخذ بعين الاعتبار جميع","http://alsabaah.iq/21112/%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%A3%D8%A8%D9%86%D8%A7%D8%A6%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%A3%D9%88%D9%84%D9%88%D9%8A%D8%A9-%D9%82%D8%B5%D9%88%D9%89","ووفقا لإذاعة RNTK المحلية، نظم هذا الإضراب الاتحاد النقابي الجديد للعاملين الصحيين (تحالف موظفي هيئة المستشفيات) التي يخشى موظفوها أن تكون مستشفيات هونغ كونغ غير قادرة على مواجهة أعداد المرضى في حالة الخطر الوبائي المتزايد مع تدفق أعداد كبيرة من الأشخاص الذين يعبرون الحدود."
"1586526119-657","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        تطهير 7 مناطق وتدمير 4 أنفاق في صحراء الأنبار 
                                        بغداد / الصباح
تمكنت القوات الامنية، وخلال عمليات مشتركة مع قوات الحشد الشعبي من تطهير 7 مناطق صحراوية، وتدمير 4 انفاق سرية  في الانبار، اضافة الى مقتل 8 ارهابيين","http://alsabaah.iq/22724/%D8%AA%D8%B7%D9%87%D9%8A%D8%B1-7-%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D9%88%D8%AA%D8%AF%D9%85%D9%8A%D8%B1-4-%D8%A3%D9%86%D9%81%D8%A7%D9%82-%D9%81%D9%8A-%D8%B5%D8%AD%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%A3%D9%86%D8%A8%D8%A7%D8%B1","واوضح الغنام في حوار مع قناة ""العراقية"" ان ""قيادة العمليات المشتركة خصصت لنا ولبقية العمليات طائرات استطلاع قدمت لنا ما نحتاج من معلومات."
"1586526133-751","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=5","اخر الاخبار 
                                        
                                        خطة وطنية شاملة لدعم المنتج المحلي
                                        بغداد / عمر عبد اللطيف وشيماء رشيد

استجابة للدعوات المطالبة بدعم المنتج الوطني؛ كشفت عضو مجلس النواب الدكتورة ماجدة التميمي عن خطة لتقنين استيراد المواد من دول الخارج بالاشتراك","http://alsabaah.iq/22983/%D8%AE%D8%B7%D8%A9-%D9%88%D8%B7%D9%86%D9%8A%D8%A9-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%84%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A","وأضافت، ان ""من المشكلات الأخرى؛ هي عدم صلاحية أغلب المواد المستوردة، إلا ان مواصفاتها وتاريخ صلاحيتها يتغيران لتدخل وفق هذا التواطؤ الحاصل لأكثر من مرة""، مؤكدة ""أننا طالبنا مراراً وتكراراً بتغيير هذه الآلية الى الفحص الالكتروني، الذي يضمن إدخال الشحنات وفق نظام لا يمكن التلاعب به، ما يزيد من مدخولات العراق ضمن الموازنة العامة""."
"1586526024-83","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        رئاسة البرلمان: إعادة أبنائنا من الصين أولوية قصوى
                                        بغداد / عواصم / الصباح والوكالات 
شددَ النائب الأول لرئيس مجلس النواب حسن كريم الكعبي على السلطة التنفيذية بأن يكون للطلبة العراقيين وذويهم في الصين أولوية قصوى، والعمل على إعادتهم بشكل مستعجل مع الأخذ بعين الاعتبار جميع","http://alsabaah.iq/21112/%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%A3%D8%A8%D9%86%D8%A7%D8%A6%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%A3%D9%88%D9%84%D9%88%D9%8A%D8%A9-%D9%82%D8%B5%D9%88%D9%89","وتستضيف العاصمة اليابانية دورة الألعاب الأولمبية الصيفية ما بين 24 تموز والتاسع من آب المقبلين."
"1586526195-1123","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=2","اخر الاخبار 
                                        
                                        حياة بمسافة مناسبة
                                        عدنان أبوزيد
الحياة قبل كورونا ليست كالتي بعدها، هذا ما تجتمع عليه النخب السياسية والأكاديمية والفكرية الغربية، وقالها بجلاء السياسي الأميركي المخضرم هنري كيسنجر، بأنَّ كورونا يقلب النظام العالمي.","http://alsabaah.iq/23923/%D8%AD%D9%8A%D8%A7%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D9%81%D8%A9-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9",""
"1586526063-364","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=8","اخر الاخبار 
                                        
                                        اتفاق الإطار المالي مع الصين وتأسيس شركة العراق القابضة
                                        عبدالحسين الهنين*
حينما يُطرح السؤآلُ التالي: ماهي القوّة التي ستعملُ على توحيد الشعب العراقي ؟.","http://alsabaah.iq/21825/%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%A7%D9%84%D8%A5%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A-%D9%85%D8%B9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D9%88%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D8%A7%D9%84%D9%82%D8%A7%D8%A8%D8%B6%D8%A9","المساهمة."
"1586526091-476","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=7","اخر الاخبار 
                                        
                                        العراق يكثف تدابيره ضد «كورونا»
                                        بغداد / الصباح / مهند عبد الوهاب  
الفايروس يصيب الحنجرة أولا ويسبب جفافا مصحوباً بألم، كما يختلط بالسائل المخاطي ويتسرب الى الرئتين مسببا الالتهاب الرئوي، ثم تأتي السخونة العالية وصعوبة التنفس،","http://alsabaah.iq/22282/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D9%83%D8%AB%D9%81-%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1%D9%87-%D8%B6%D8%AF-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","واشار الى ان “الاسرة لم تصب باي فايروس ولكن من باب الاحتياط هناك إجراءات وقائية وحجر صحي لمنع انتشار الفايروس في العراق”."
"1586526091-481","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=7","اخر الاخبار 
                                        
                                        العراق يكثف تدابيره ضد «كورونا»
                                        بغداد / الصباح / مهند عبد الوهاب  
الفايروس يصيب الحنجرة أولا ويسبب جفافا مصحوباً بألم، كما يختلط بالسائل المخاطي ويتسرب الى الرئتين مسببا الالتهاب الرئوي، ثم تأتي السخونة العالية وصعوبة التنفس،","http://alsabaah.iq/22282/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D9%83%D8%AB%D9%81-%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1%D9%87-%D8%B6%D8%AF-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7",""
"1586526202-1147","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","1","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1#","اخر الاخبار 
                                        
                                        9 آلـيات لعودة العراقيين من الخارج
                                        بغداد/ الصباح
بحث رئيس الوزراء «المستقيل» عادل عبد المهدي، خلال اجتماع تشاوري، الآليات الخاصة بعودة العراقيين من الخارج، داعيا مؤسسات الدولة الى توفير الاستعدادات اللازمة لتلبية متطلباتهم كلّ بحسب","http://alsabaah.iq/23926/9-%D8%A2%D9%84%D9%80%D9%8A%D8%A7%D8%AA-%D9%84%D8%B9%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC","أ- مجموعة ذات نسبة حدوث عالية (معدل حدوث الاصابة اكثر من 500 حالة لكل مليون)."
